"Gemeinde_Nr","Ja_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Text_d","Text_f"
331,62.3685113620013,"Lotzwil BE","Lotzwil (BE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Lotzwil hat die Änderung des Bundesgesetzes mit 62,4 Prozent der Stimmen angenommen. Lotzwil stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les électeurs de Lotzwil valident avec 62,4 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Lotzwil vote oui."
332,81.9752308307216,"Madiswil BE","Madiswil (BE)","Mit 5'783 Nein zu 1'259 Ja haben die Stimmbürgerinnen und Stimmbürger von Madiswil höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 18 Prozent. Madiswil stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","A Madiswil, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 18 pourcents de non. A l'instar de son canton, Madiswil vote oui."
333,5.7771937455982,"Melchnau BE","Melchnau (BE)","Mit 7'206 Nein zu 4'051 Ja haben die Stimmbürgerinnen und Stimmbürger von Melchnau höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 94,2 Prozent. Melchnau stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","A Melchnau, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 94,2 pourcents de non. Melchnau vote oui, contrairement à son canton."
334,35.0898710312322,"Obersteckholz BE","Obersteckholz (BE)","In Obersteckholz haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 64,9 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Obersteckholz stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Obersteckholz avec 64,9 de non. Obersteckholz vote oui, contrairement à son canton."
335,81.9048821926117,"Oeschenbach BE","Oeschenbach (BE)","Mit 7'972 Ja zu 5'538 Nein hat sich Oeschenbach für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Oeschenbach stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les habitants de Oeschenbach approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 81,9 pourcents de oui. A l'instar de son canton, Oeschenbach vote oui."
336,46.6343346750364,"Reisiswil BE","Reisiswil (BE)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Reisiswil hat der Änderung des Bundesgesetzes mit 53,4 Prozent Nein-Stimmen verworfen. Reisiswil stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Reisiswil avec 53,4 pourcents de non. Reisiswil vote oui, contrairement à son canton."
337,15.2305411174893,"Roggwil BE","Roggwil (BE)","In Roggwil BE haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 84,8 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Roggwil BE stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Roggwil (BE) avec 84,8 de non. Roggwil (BE) vote oui, contrairement à son canton."
338,43.8814944587648,"Rohrbach BE","Rohrbach (BE)","56,1 Prozent Stimmbürgerinnen und Stimmbürger von Rohrbach haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Rohrbach stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","A Rohrbach, les habitants disent non à 56,1 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Rohrbach vote oui, contrairement à son canton."
339,66.261556558311,"Rohrbachgraben BE","Rohrbachgraben (BE)","In Rohrbachgraben haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 33,7 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Rohrbachgraben stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Rohrbachgraben avec 33,7 de non. A l'instar de son canton, Rohrbachgraben vote oui."
340,82.0084042148665,"Rütschelen BE","Rütschelen (BE)","Mit 8'198 Nein zu 6'437 Ja haben die Stimmbürgerinnen und Stimmbürger von Rütschelen höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 18 Prozent. Rütschelen stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","A Rütschelen, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 18 pourcents de non. A l'instar de son canton, Rütschelen vote oui."
341,29.2077314341441,"Schwarzhäusern BE","Schwarzhäusern (BE)","70,8 Prozent der Stimmbürgerinnen und Stimmbürger von Schwarzhäusern haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Schwarzhäusern stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Schwarzhäusern rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 70,8 pourcents de non. Schwarzhäusern vote oui, contrairement à son canton."
342,30.0589299527928,"Thunstetten BE","Thunstetten (BE)","Mit 7'965 Ja zu 1'952 Nein hat sich Thunstetten für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Thunstetten stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Thunstetten approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 30,1 pourcents de oui. Thunstetten vote oui, contrairement à son canton."
344,52.7154691284522,"Ursenbach BE","Ursenbach (BE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Ursenbach hat die Änderung des Bundesgesetzes mit 52,7 Prozent der Stimmen angenommen. Ursenbach stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les électeurs de Ursenbach valident avec 52,7 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Ursenbach vote oui."
345,51.9807124976069,"Wynau BE","Wynau (BE)","Mit 2'709 Ja zu 412 Nein hat sich Wynau für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Wynau stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les habitants de Wynau approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 52 pourcents de oui. A l'instar de son canton, Wynau vote oui."
351,26.9924678374082,"Bern BE","Berne (BE)","In Bern haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 73 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Bern stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Berne avec 73 de non. Berne vote oui, contrairement à son canton."
352,22.6351349847391,"Bolligen BE","Bolligen (BE)","22,6 Prozent der Stimmbürgerinnen und Stimmbürger in Bolligen haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Bolligen stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","C'est oui à 22,6 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Bolligen. Bolligen vote oui, contrairement à son canton."
353,60.7567063067108,"Bremgarten bei Bern BE","Bremgarten bei Bern (BE)","60,8 Prozent der Stimmbürgerinnen und Stimmbürger von Bremgarten bei Bern haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Bremgarten bei Bern stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","A Bremgarten bei Bern, les habitants disent oui à 60,8 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Bremgarten bei Bern vote oui."
354,39.7683344548568,"Kirchlindach BE","Kirchlindach (BE)","60,2 Prozent Stimmbürgerinnen und Stimmbürger von Kirchlindach haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Kirchlindach stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","A Kirchlindach, les habitants disent non à 60,2 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Kirchlindach vote oui, contrairement à son canton."
355,97.6428519934416,"Köniz BE","Köniz (BE)","2,4 Prozent der Stimmbürgerinnen und Stimmbürger von Köniz haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Köniz stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les habitants de Köniz rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 2,4 pourcents de non. A l'instar de son canton, Köniz vote oui."
356,34.8519197199494,"Muri bei Bern BE","Muri bei Bern (BE)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Muri bei Bern mit 65,1 Prozent abgelehnt worden. Muri bei Bern stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","C'est non à 65,1 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Muri bei Bern. Muri bei Bern vote oui, contrairement à son canton."
357,26.0918509447947,"Oberbalm BE","Oberbalm (BE)","Oberbalm hat mit 26,1 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Oberbalm stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Oberbalm acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 26,1 pourcents de oui. Oberbalm vote oui, contrairement à son canton."
358,45.8995470777154,"Stettlen BE","Stettlen (BE)","In Stettlen haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 54,1 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Stettlen stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Stettlen avec 54,1 de non. Stettlen vote oui, contrairement à son canton."
359,13.7156476965174,"Vechigen BE","Vechigen (BE)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Vechigen hat der Änderung des Bundesgesetzes mit 86,3 Prozent Nein-Stimmen verworfen. Vechigen stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Vechigen avec 86,3 pourcents de non. Vechigen vote oui, contrairement à son canton."
360,71.8100696336478,"Wohlen bei Bern BE","Wohlen bei Bern (BE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Wohlen bei Bern hat die Änderung des Bundesgesetzes mit 71,8 Prozent der Stimmen angenommen. Wohlen bei Bern stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les électeurs de Wohlen bei Bern valident avec 71,8 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Wohlen bei Bern vote oui."
361,46.0384723963216,"Zollikofen BE","Zollikofen (BE)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Zollikofen mit 54 Prozent abgelehnt worden. Zollikofen stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","C'est non à 54 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Zollikofen. Zollikofen vote oui, contrairement à son canton."
362,79.5383071526885,"Ittigen BE","Ittigen (BE)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Ittigen mit 20,5 Prozent abgelehnt worden. Ittigen stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","C'est non à 20,5 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Ittigen. A l'instar de son canton, Ittigen vote oui."
363,55.0297671696171,"Ostermundigen BE","Ostermundigen (BE)","In Ostermundigen haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 45 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Ostermundigen stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Ostermundigen avec 45 de non. A l'instar de son canton, Ostermundigen vote oui."
371,5.4629982681945,"Biel BE","Bienne (BE)","94,5 Prozent der Stimmbürgerinnen und Stimmbürger von Biel BE haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Biel BE stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Bienne rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 94,5 pourcents de non. Bienne vote oui, contrairement à son canton."
372,79.2573643382639,"Leubringen BE","Evilard (BE)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Leubringen mit 6'641 Ja zu 2'107 Nein angenommen worden. 79,3 Prozent befürworten damit höhere Kinderabzüge. Leubringen stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","A Evilard, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 79,3 pourcents de oui. A l'instar de son canton, Evilard vote oui."
381,17.0253350865096,"Arch BE","Arch (BE)","83 Prozent der Stimmbürgerinnen und Stimmbürger von Arch haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Arch stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Arch rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 83 pourcents de non. Arch vote oui, contrairement à son canton."
382,86.6493636742234,"Büetigen BE","Büetigen (BE)","Büetigen hat mit 86,6 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Büetigen stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les habitants de Büetigen acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 86,6 pourcents de oui. A l'instar de son canton, Büetigen vote oui."
383,96.8171487329528,"Büren an der Aare BE","Büren an der Aare (BE)","3,2 Prozent der Stimmbürgerinnen und Stimmbürger von Büren an der Aare haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Büren an der Aare stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les habitants de Büren an der Aare rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 3,2 pourcents de non. A l'instar de son canton, Büren an der Aare vote oui."
385,93.1302595650777,"Diessbach bei Büren BE","Diessbach bei Büren (BE)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Diessbach bei Büren hat der Änderung des Bundesgesetzes mit 6,9 Prozent Nein-Stimmen verworfen. Diessbach bei Büren stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Diessbach bei Büren avec 6,9 pourcents de non. A l'instar de son canton, Diessbach bei Büren vote oui."
386,35.3683326626197,"Dotzigen BE","Dotzigen (BE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Dotzigen hat die Änderung des Bundesgesetzes mit 35,4 Prozent der Stimmen angenommen. Dotzigen stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les électeurs de Dotzigen valident avec 35,4 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Dotzigen vote oui, contrairement à son canton."
387,2.5410161819309,"Lengnau BE","Longeau (BE)","Lengnau BE hat mit 2,5 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Lengnau BE stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Longeau acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 2,5 pourcents de oui. Longeau vote oui, contrairement à son canton."
388,37.1855426812544,"Leuzigen BE","Leuzigen (BE)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Leuzigen mit 7'960 Ja zu 2'862 Nein angenommen worden. 37,2 Prozent befürworten damit höhere Kinderabzüge. Leuzigen stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","A Leuzigen, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 37,2 pourcents de oui. Leuzigen vote oui, contrairement à son canton."
390,34.4394595362246,"Meinisberg BE","Meinisberg (BE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Meinisberg hat die Änderung des Bundesgesetzes mit 34,4 Prozent der Stimmen angenommen. Meinisberg stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les électeurs de Meinisberg valident avec 34,4 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Meinisberg vote oui, contrairement à son canton."
